sample_id,recommended_split,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,feedstock_hhv_mj_per_kg,process_temperature_c,residence_time_min,heating_rate_c_per_min,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::pyrolysis::0121,train,32.86,45.98,1.59,19.57,63.02,13.23,23.81,13.72,600,60,20.0,44.02,14.76,47.35,55.63
Wet-Waste-Biomass-Opt::pyrolysis::0122,test,30.27,48.59,3.39,17.76,62.67,10.71,26.68,12.77,400,60,20.0,49.26,13.72,52.92,61.17
Wet-Waste-Biomass-Opt::pyrolysis::0123,train,30.27,48.59,3.39,17.76,62.67,10.71,26.68,12.77,500,60,20.0,44.72,13.05,45.7,54.34
Wet-Waste-Biomass-Opt::pyrolysis::0124,validation,30.27,48.59,3.39,17.76,62.67,10.71,26.68,12.77,600,60,20.0,42.62,13.44,44.86,52.76
Wet-Waste-Biomass-Opt::pyrolysis::0125,test,31.48,49.93,2.03,16.56,63.54,8.66,27.88,14.27,400,60,20.0,50.66,12.97,46.04,56.94
Wet-Waste-Biomass-Opt::pyrolysis::0126,train,31.48,49.93,2.03,16.56,63.54,8.66,27.88,14.27,500,60,20.0,46.81,11.76,38.58,49.63
Wet-Waste-Biomass-Opt::pyrolysis::0127,train,31.48,49.93,2.03,16.56,63.54,8.66,27.88,14.27,600,60,20.0,44.72,11.91,37.32,48.02
Wet-Waste-Biomass-Opt::pyrolysis::0128,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,10,5.0,41.91,24.1,63.92,61.27
Wet-Waste-Biomass-Opt::pyrolysis::0129,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,20,5.0,41.99,23.1,61.39,62.69
Wet-Waste-Biomass-Opt::pyrolysis::0130,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,40,5.0,43.28,23.8,65.19,58.32
Wet-Waste-Biomass-Opt::pyrolysis::0131,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,10,5.0,32.08,24.0,48.73,54.31
Wet-Waste-Biomass-Opt::pyrolysis::0132,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,20,5.0,30.87,23.0,44.94,52.99
Wet-Waste-Biomass-Opt::pyrolysis::0133,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,40,5.0,29.92,24.4,46.2,52.14
Wet-Waste-Biomass-Opt::pyrolysis::0134,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,10,5.0,50.0,21.6,68.35,66.07
Wet-Waste-Biomass-Opt::pyrolysis::0135,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,20,5.0,45.25,22.1,63.29,65.07
Wet-Waste-Biomass-Opt::pyrolysis::0136,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,40,5.0,37.22,22.3,52.53,55.03
Wet-Waste-Biomass-Opt::pyrolysis::0137,test,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,10,5.0,29.96,24.7,46.84,49.36
Wet-Waste-Biomass-Opt::pyrolysis::0138,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,20,5.0,29.48,25.1,46.84,49.98
Wet-Waste-Biomass-Opt::pyrolysis::0139,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,40,5.0,28.94,23.5,43.04,49.19
Wet-Waste-Biomass-Opt::pyrolysis::0140,test,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,10,5.0,41.46,24.6,64.56,61.21
Wet-Waste-Biomass-Opt::pyrolysis::0141,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,20,5.0,39.43,24.6,61.39,59.05
Wet-Waste-Biomass-Opt::pyrolysis::0142,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,350,40,5.0,37.45,24.3,57.59,57.6
Wet-Waste-Biomass-Opt::pyrolysis::0143,train,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,10,5.0,29.84,24.8,46.84,51.01
Wet-Waste-Biomass-Opt::pyrolysis::0144,validation,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,20,5.0,30.71,24.1,46.84,50.3
Wet-Waste-Biomass-Opt::pyrolysis::0145,test,42.0,5.5,0.1,44.9,77.2,15.3,7.4,15.8,650,40,5.0,27.8,25.9,45.57,47.99
Wet-Waste-Biomass-Opt::pyrolysis::0146,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,10,5.0,55.96,27.7,88.07,70.13
Wet-Waste-Biomass-Opt::pyrolysis::0147,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,20,5.0,54.68,26.7,82.95,64.66
Wet-Waste-Biomass-Opt::pyrolysis::0148,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,40,5.0,50.36,27.6,78.98,64.15
Wet-Waste-Biomass-Opt::pyrolysis::0149,validation,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,10,5.0,28.87,33.6,55.11,48.6
Wet-Waste-Biomass-Opt::pyrolysis::0150,test,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,20,5.0,28.57,33.6,54.55,47.78
Wet-Waste-Biomass-Opt::pyrolysis::0151,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,40,5.0,28.91,33.9,55.68,48.45
Wet-Waste-Biomass-Opt::pyrolysis::0152,test,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,10,5.0,42.75,27.6,67.05,56.85
Wet-Waste-Biomass-Opt::pyrolysis::0153,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,20,5.0,42.45,27.8,67.05,55.8
Wet-Waste-Biomass-Opt::pyrolysis::0154,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,40,5.0,44.28,27.1,68.18,58.88
Wet-Waste-Biomass-Opt::pyrolysis::0155,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,10,5.0,28.53,33.3,53.98,49.3
Wet-Waste-Biomass-Opt::pyrolysis::0156,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,20,5.0,28.92,33.2,54.55,47.33
Wet-Waste-Biomass-Opt::pyrolysis::0157,validation,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,40,5.0,28.4,33.1,53.41,47.7
Wet-Waste-Biomass-Opt::pyrolysis::0158,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,10,5.0,45.13,27.7,71.02,58.91
Wet-Waste-Biomass-Opt::pyrolysis::0159,test,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,20,5.0,39.37,28.7,64.2,56.02
Wet-Waste-Biomass-Opt::pyrolysis::0160,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,350,40,5.0,40.48,28.9,66.48,50.81
Wet-Waste-Biomass-Opt::pyrolysis::0161,validation,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,10,5.0,27.6,33.7,52.84,46.35
Wet-Waste-Biomass-Opt::pyrolysis::0162,train,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,20,5.0,27.3,33.7,52.27,44.28
Wet-Waste-Biomass-Opt::pyrolysis::0163,test,53.7,6.7,0.0,33.9,77.2,17.2,5.7,17.6,650,40,5.0,27.25,33.4,51.7,44.34
Wet-Waste-Biomass-Opt::pyrolysis::0164,test,51.71,5.32,0.33,42.64,71.0,13.7,2.1,17.02,500,60,10.0,23.99,37.52,52.88,39.7
Wet-Waste-Biomass-Opt::pyrolysis::0165,train,61.57,4.37,1.02,33.04,49.1,25.3,4.6,16.54,500,60,10.0,36.92,24.11,53.81,50.63
Wet-Waste-Biomass-Opt::pyrolysis::0166,train,55.82,5.62,0.84,37.73,66.8,17.9,3.4,15.89,500,60,10.0,31.11,27.97,54.75,48.95
Wet-Waste-Biomass-Opt::pyrolysis::0167,test,50.52,5.81,0.23,43.44,80.1,10.7,0.4,16.46,500,60,10.0,22.21,38.72,52.25,39.26
Wet-Waste-Biomass-Opt::pyrolysis::0168,validation,53.42,6.12,1.4,39.06,68.9,16.2,4.9,15.4,500,60,10.0,30.34,28.02,55.19,48.18
Wet-Waste-Biomass-Opt::pyrolysis::0169,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,300,30,5.0,59.0,21.58,82.2,82.31
Wet-Waste-Biomass-Opt::pyrolysis::0170,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,350,30,5.0,42.8,25.54,70.57,67.77
Wet-Waste-Biomass-Opt::pyrolysis::0171,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,500,30,5.0,34.0,27.25,59.82,59.32
Wet-Waste-Biomass-Opt::pyrolysis::0172,train,40.86,5.27,1.03,48.07,70.9,24.8,4.3,15.49,600,30,5.0,30.7,26.59,52.7,54.28
Wet-Waste-Biomass-Opt::pyrolysis::0173,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,300,30,5.0,51.3,23.07,73.9,68.4
Wet-Waste-Biomass-Opt::pyrolysis::0174,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,350,30,5.0,45.1,26.01,73.25,68.71
Wet-Waste-Biomass-Opt::pyrolysis::0175,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,500,30,5.0,31.5,23.93,47.07,47.14
Wet-Waste-Biomass-Opt::pyrolysis::0176,train,42.62,6.36,2.08,44.78,68.2,27.8,4.0,16.02,600,30,5.0,29.0,25.1,45.45,46.3
Wet-Waste-Biomass-Opt::pyrolysis::0177,validation,35.1,4.0,1.05,38.1,58.4,20.8,20.8,13.06,300,30,5.0,63.2,15.13,73.2,74.71
Wet-Waste-Biomass-Opt::pyrolysis::0178,test,35.1,4.0,1.05,38.1,58.4,20.8,20.8,13.06,350,30,5.0,59.4,15.54,70.66,70.74
Wet-Waste-Biomass-Opt::pyrolysis::0179,validation,35.1,4.0,1.05,38.1,58.4,20.8,20.8,13.06,500,30,5.0,48.4,15.34,56.84,62.4
Wet-Waste-Biomass-Opt::pyrolysis::0180,test,35.1,4.0,1.05,38.1,58.4,20.8,20.8,13.06,600,30,5.0,45.8,15.56,54.56,58.86
Wet-Waste-Biomass-Opt::pyrolysis::0181,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,300,30,5.0,53.2,20.23,79.47,79.83
Wet-Waste-Biomass-Opt::pyrolysis::0182,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,350,30,5.0,43.0,22.5,71.44,68.66
Wet-Waste-Biomass-Opt::pyrolysis::0183,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,500,30,5.0,33.4,22.26,54.9,56.46
Wet-Waste-Biomass-Opt::pyrolysis::0184,train,35.7,5.27,9.61,40.98,68.3,23.5,8.2,13.54,600,30,5.0,31.1,20.61,47.33,49.31
Wet-Waste-Biomass-Opt::pyrolysis::0185,train,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,300,60,5.0,35.86,19.6,44.57,53.86
Wet-Waste-Biomass-Opt::pyrolysis::0186,validation,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,400,90,5.0,33.73,21.01,44.94,58.38
Wet-Waste-Biomass-Opt::pyrolysis::0187,train,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,500,120,5.0,35.14,22.0,49.02,64.2
Wet-Waste-Biomass-Opt::pyrolysis::0188,train,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,300,120,10.0,34.96,18.31,40.59,51.41
Wet-Waste-Biomass-Opt::pyrolysis::0189,validation,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,400,60,10.0,37.51,21.53,51.21,62.29
Wet-Waste-Biomass-Opt::pyrolysis::0190,train,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,500,90,10.0,34.74,23.41,51.57,64.64
Wet-Waste-Biomass-Opt::pyrolysis::0191,validation,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,300,90,20.0,37.71,17.6,42.09,55.43
Wet-Waste-Biomass-Opt::pyrolysis::0192,test,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,400,120,20.0,36.16,21.11,48.4,62.85
Wet-Waste-Biomass-Opt::pyrolysis::0193,train,31.39,3.39,0.35,43.4,63.78,14.73,12.99,15.77,500,60,20.0,34.85,22.64,50.03,62.48
Wet-Waste-Biomass-Opt::pyrolysis::0194,validation,49.17,5.93,1.03,43.87,78.17,14.43,3.53,17.73,400,60,10.0,37.71,24.56,52.25,54.99
Wet-Waste-Biomass-Opt::pyrolysis::0195,test,49.17,5.93,1.03,43.87,78.17,14.43,3.53,17.73,500,60,10.0,34.02,24.03,46.1,52.25
Wet-Waste-Biomass-Opt::pyrolysis::0196,train,49.17,5.93,1.03,43.87,78.17,14.43,3.53,17.73,600,60,10.0,27.69,24.17,37.74,44.48
Wet-Waste-Biomass-Opt::pyrolysis::0197,train,49.17,5.93,1.03,43.87,78.17,14.43,3.53,17.73,700,60,10.0,27.03,24.61,37.53,44.86
Wet-Waste-Biomass-Opt::pyrolysis::0198,validation,59.6,8.9,5.9,23.9,60.9,11.7,27.4,24.8,450,30,10.0,49.5,28.8,57.48,53.32
Wet-Waste-Biomass-Opt::pyrolysis::0199,validation,53.5,7.1,2.1,36.8,73.6,19.3,7.1,22.4,450,30,10.0,38.6,31.8,54.8,58.87
Wet-Waste-Biomass-Opt::pyrolysis::0200,train,50.4,6.5,0.4,42.6,79.4,17.1,3.5,19.9,450,30,10.0,34.7,31.3,54.58,57.49
Wet-Waste-Biomass-Opt::pyrolysis::0201,train,59.6,8.9,5.9,23.9,60.9,11.7,27.4,24.8,550,30,10.0,45.0,28.9,52.44,50.13
Wet-Waste-Biomass-Opt::pyrolysis::0202,train,53.5,7.1,2.1,36.8,73.6,19.3,7.1,22.4,550,30,10.0,34.4,32.4,49.76,54.2
Wet-Waste-Biomass-Opt::pyrolysis::0203,train,50.4,6.5,0.4,42.6,79.4,17.1,3.5,19.9,550,30,10.0,30.2,33.3,50.54,53.87
Wet-Waste-Biomass-Opt::pyrolysis::0204,train,53.5,7.1,2.1,36.8,60.9,11.7,27.4,22.4,650,30,10.0,42.3,30.6,57.78,54.16
Wet-Waste-Biomass-Opt::pyrolysis::0205,train,50.4,6.5,0.4,42.6,73.6,19.3,7.1,19.9,650,30,10.0,31.1,32.1,50.17,52.7
Wet-Waste-Biomass-Opt::pyrolysis::0206,train,42.2,6.6,4.0,36.4,68.3,13.6,18.1,15.86,400,60,10.0,39.0,12.26,30.16,38.63
Wet-Waste-Biomass-Opt::pyrolysis::0207,train,42.2,6.6,4.0,36.4,68.3,13.6,18.1,15.86,500,60,10.0,37.0,12.6,29.39,36.65
Wet-Waste-Biomass-Opt::pyrolysis::0208,train,42.2,6.6,4.0,36.4,68.3,13.6,18.1,15.86,600,60,10.0,36.0,12.16,27.61,35.06
Wet-Waste-Biomass-Opt::pyrolysis::0209,train,42.2,6.6,4.0,36.4,68.3,13.6,18.1,15.86,700,60,10.0,34.0,13.66,29.28,35.37
Wet-Waste-Biomass-Opt::pyrolysis::0210,train,42.2,6.6,4.0,36.4,68.3,13.6,18.1,15.86,800,60,10.0,34.0,13.6,29.17,33.92
Wet-Waste-Biomass-Opt::pyrolysis::0211,validation,33.4,47.31,1.41,17.88,80.7,4.5,14.8,17.6,350,120,2.5,46.77,20.9,55.55,78.13
Wet-Waste-Biomass-Opt::pyrolysis::0212,train,33.4,47.31,1.41,17.88,80.7,4.5,14.8,17.6,700,120,8.33,29.82,18.97,32.14,50.59
Wet-Waste-Biomass-Opt::pyrolysis::0213,train,32.87,47.89,1.48,17.77,76.7,7.9,15.4,17.66,350,120,2.5,43.23,20.39,49.91,70.14
Wet-Waste-Biomass-Opt::pyrolysis::0214,test,32.87,47.89,1.48,17.77,76.7,7.9,15.4,17.66,700,120,8.33,27.24,17.23,26.58,43.44
Wet-Waste-Biomass-Opt::pyrolysis::0215,train,31.42,46.78,2.34,19.46,74.3,8.8,16.9,15.11,350,120,2.5,45.12,19.03,56.83,73.35
Wet-Waste-Biomass-Opt::pyrolysis::0216,test,31.42,46.78,2.34,19.46,74.3,8.8,16.9,15.11,700,120,8.33,30.5,14.75,29.77,44.56
Wet-Waste-Biomass-Opt::pyrolysis::0217,validation,33.25,50.57,2.47,13.71,73.6,5.6,20.9,19.39,350,120,2.5,49.28,21.12,53.68,76.34
Wet-Waste-Biomass-Opt::pyrolysis::0218,train,33.25,50.57,2.47,13.71,73.6,5.6,20.9,19.39,700,120,8.33,28.79,15.07,22.38,38.15
Wet-Waste-Biomass-Opt::pyrolysis::0219,train,31.97,47.79,2.32,17.92,74.0,5.7,20.3,15.48,350,120,2.5,46.31,17.28,51.69,71.39
Wet-Waste-Biomass-Opt::pyrolysis::0220,train,31.97,47.79,2.32,17.92,74.0,5.7,20.3,15.48,700,120,8.33,31.8,14.45,29.68,44.54
Wet-Waste-Biomass-Opt::pyrolysis::0221,train,48.12,6.48,1.89,43.51,78.71,18.01,3.28,18.79,400,60,10.0,26.6,31.28,44.29,44.03
Wet-Waste-Biomass-Opt::pyrolysis::0222,train,48.12,6.48,1.89,43.51,78.71,18.01,3.28,18.79,500,60,10.0,25.32,31.85,42.91,43.82
Wet-Waste-Biomass-Opt::pyrolysis::0223,validation,48.12,6.48,1.89,43.51,78.71,18.01,3.28,18.79,600,60,10.0,24.9,30.14,39.94,43.63
Wet-Waste-Biomass-Opt::pyrolysis::0224,train,48.12,6.48,1.89,43.51,78.71,18.01,3.28,18.79,300,60,15.0,77.3,22.64,93.14,107.97
Wet-Waste-Biomass-Opt::pyrolysis::0225,test,41.0,7.17,0.99,33.24,78.5,15.38,6.12,14.74,300,30,10.0,62.89,23.03,98.3,81.63
Wet-Waste-Biomass-Opt::pyrolysis::0226,train,41.0,7.17,0.99,33.24,78.5,15.38,6.12,14.74,400,30,10.0,41.58,24.26,68.45,58.91
Wet-Waste-Biomass-Opt::pyrolysis::0227,train,41.0,7.17,0.99,33.24,78.5,15.38,6.12,14.74,500,30,10.0,34.79,22.8,53.84,50.67
Wet-Waste-Biomass-Opt::pyrolysis::0228,validation,41.0,7.17,0.99,33.24,78.5,15.38,6.12,14.74,600,30,10.0,36.85,23.28,58.22,55.51
Wet-Waste-Biomass-Opt::pyrolysis::0229,train,41.0,7.17,0.99,33.24,78.5,15.38,6.12,14.74,700,30,10.0,32.62,21.81,48.29,47.74
Wet-Waste-Biomass-Opt::pyrolysis::0230,train,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,300,30,10.0,62.73,17.18,65.17,72.31
Wet-Waste-Biomass-Opt::pyrolysis::0231,train,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,350,30,10.0,46.6,20.4,57.48,59.35
Wet-Waste-Biomass-Opt::pyrolysis::0232,validation,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,400,30,10.0,41.08,22.58,56.09,54.57
Wet-Waste-Biomass-Opt::pyrolysis::0233,train,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,450,30,10.0,37.79,21.93,50.11,52.28
Wet-Waste-Biomass-Opt::pyrolysis::0234,train,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,500,30,10.0,35.86,22.97,49.81,51.35
Wet-Waste-Biomass-Opt::pyrolysis::0235,test,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,550,30,10.0,35.02,22.83,48.35,50.27
Wet-Waste-Biomass-Opt::pyrolysis::0236,train,43.28,5.92,1.96,39.32,82.21,8.93,8.86,16.54,600,30,10.0,35.79,23.13,50.07,52.95
Wet-Waste-Biomass-Opt::pyrolysis::0237,train,51.71,5.32,0.33,42.64,80.23,17.4,2.37,21.02,500,60,10.0,24.5,32.08,37.39,40.55
Wet-Waste-Biomass-Opt::pyrolysis::0238,test,61.57,4.37,1.02,33.04,70.24,23.18,6.58,26.59,500,60,10.0,38.7,31.45,45.78,53.08
Wet-Waste-Biomass-Opt::pyrolysis::0239,validation,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,200,20,15.0,83.11,8.19,36.01,87.76
Wet-Waste-Biomass-Opt::pyrolysis::0240,test,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,225,20,15.0,80.13,8.39,35.57,86.98
Wet-Waste-Biomass-Opt::pyrolysis::0241,train,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,250,20,15.0,69.19,9.73,35.65,77.91
Wet-Waste-Biomass-Opt::pyrolysis::0242,train,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,275,20,15.0,63.87,13.81,46.69,77.69
Wet-Waste-Biomass-Opt::pyrolysis::0243,validation,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,300,20,15.0,55.65,15.55,45.79,71.54
Wet-Waste-Biomass-Opt::pyrolysis::0244,train,47.75,5.61,0.9,45.51,80.85,11.1,8.05,18.89,330,20,15.0,50.21,19.81,52.65,68.73
Wet-Waste-Biomass-Opt::pyrolysis::0245,train,41.4,5.6,0.0,53.1,78.44,15.0,6.56,15.54,350,20,5.0,38.9,31.12,77.9,66.6
Wet-Waste-Biomass-Opt::pyrolysis::0246,train,41.4,5.6,0.0,53.1,78.44,15.0,6.56,15.54,450,20,5.0,31.2,39.79,79.9,62.63
