sample_id,dataset_scope,data_tier,row_origin,recommended_split,recommended_sample_weight,recommended_ml_use,source_repo,source_file,source_dataset_kind,reference_label,pathway,feedstock_name,feedstock_group,manure_subtype,blend_manure_ratio,blend_wet_waste_ratio,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_moisture_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,process_temperature_c,residence_time_min,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::htc::0171,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Kim et al., 2014)",htc,Food waste,food_waste,,0.0,1.0,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,200.0,480.0,44.56,30.96,58.77,59.33
Wet-Waste-Biomass-Opt::htc::0172,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Kim et al., 2014)",htc,Food waste,food_waste,,0.0,1.0,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,230.0,480.0,38.8,31.46,52.0,52.5
Wet-Waste-Biomass-Opt::htc::0173,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Kim et al., 2014)",htc,Food waste,food_waste,,0.0,1.0,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,260.0,480.0,30.27,33.44,43.12,43.62
Wet-Waste-Biomass-Opt::htc::0179,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220.0,60.0,63.73,19.28,72.46,69.54
Wet-Waste-Biomass-Opt::htc::0180,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220.0,120.0,56.81,20.32,68.08,64.36
Wet-Waste-Biomass-Opt::htc::0181,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220.0,180.0,52.22,21.29,65.57,61.52
Wet-Waste-Biomass-Opt::htc::0182,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,180.0,120.0,72.42,18.06,77.16,75.62
Wet-Waste-Biomass-Opt::htc::0183,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,260.0,120.0,46.59,24.49,67.31,61.52
Wet-Waste-Biomass-Opt::htc::0184,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,220.0,10.0,64.33,24.23,79.37,75.12
Wet-Waste-Biomass-Opt::htc::0185,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,10.0,69.4,24.7,87.28,81.41
Wet-Waste-Biomass-Opt::htc::0186,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,10.0,75.25,24.23,92.84,87.43
Wet-Waste-Biomass-Opt::htc::0187,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,10.0,73.6,24.33,91.16,85.49
Wet-Waste-Biomass-Opt::htc::0188,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,220.0,20.0,51.59,21.51,74.04,68.29
Wet-Waste-Biomass-Opt::htc::0189,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,20.0,55.76,21.35,79.42,74.03
Wet-Waste-Biomass-Opt::htc::0190,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,20.0,57.47,21.55,82.64,75.58
Wet-Waste-Biomass-Opt::htc::0191,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,,0.0,1.0,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220.0,20.0,57.54,22.29,85.59,78.49
Wet-Waste-Biomass-Opt::htc::0192,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,,1.0,0.0,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,225.0,120.0,42.21,21.24,73.22,68.06
Wet-Waste-Biomass-Opt::htc::0193,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,,1.0,0.0,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,250.0,120.0,40.15,25.91,84.95,71.84
Wet-Waste-Biomass-Opt::htc::0194,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,,1.0,0.0,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,275.0,120.0,32.76,26.11,69.86,56.9
Wet-Waste-Biomass-Opt::htc::0195,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,,1.0,0.0,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,300.0,120.0,53.16,19.01,82.53,79.77
Wet-Waste-Biomass-Opt::htc::0196,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,,1.0,0.0,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,200.0,120.0,58.76,14.67,55.85,57.92
Wet-Waste-Biomass-Opt::htc::0197,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,,1.0,0.0,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,220.0,120.0,42.3,11.19,30.67,32.83
Wet-Waste-Biomass-Opt::htc::0198,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,,1.0,0.0,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,240.0,120.0,47.59,11.04,34.04,35.8
Wet-Waste-Biomass-Opt::htc::0199,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,,htc,Manure,manure,,1.0,0.0,40.85,6.3,3.73,31.72,86.0,81.51,1.09,17.4,220.0,600.0,49.78,23.14,67.21,62.77
Wet-Waste-Biomass-Opt::htc::0200,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,,1.0,0.0,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,180.0,600.0,66.38,19.59,83.67,77.54
Wet-Waste-Biomass-Opt::htc::0201,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,,1.0,0.0,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,200.0,600.0,61.56,20.4,80.79,72.87
Wet-Waste-Biomass-Opt::htc::0202,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,,1.0,0.0,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,220.0,600.0,55.54,21.76,77.76,71.08
Wet-Waste-Biomass-Opt::htc::0203,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,,1.0,0.0,39.57,5.78,3.37,34.12,95.0,81.41,1.43,17.16,200.0,240.0,58.34,10.71,59.69,64.03
Wet-Waste-Biomass-Opt::htc::0204,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,,1.0,0.0,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,220.0,240.0,51.55,13.12,64.6,59.22
Wet-Waste-Biomass-Opt::htc::0205,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,,1.0,0.0,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,240.0,240.0,49.6,13.18,62.49,57.53
Wet-Waste-Biomass-Opt::htc::0206,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,,1.0,0.0,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,260.0,240.0,44.41,13.15,55.81,51.68
Wet-Waste-Biomass-Opt::htc::0207,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,,1.0,0.0,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,280.0,240.0,43.48,12.86,53.45,49.94
Wet-Waste-Biomass-Opt::htc::0208,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,180.0,5.0,93.6,17.94,98.77,97.15
Wet-Waste-Biomass-Opt::htc::0209,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,220.0,5.0,66.6,20.09,78.74,73.14
Wet-Waste-Biomass-Opt::htc::0210,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,260.0,5.0,48.3,21.9,62.23,56.17
Wet-Waste-Biomass-Opt::htc::0211,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,180.0,30.0,84.0,18.27,90.32,87.38
Wet-Waste-Biomass-Opt::htc::0212,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,220.0,30.0,69.8,21.18,86.99,78.53
Wet-Waste-Biomass-Opt::htc::0213,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,,1.0,0.0,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,260.0,30.0,50.8,23.36,69.83,61.23
Wet-Waste-Biomass-Opt::htc::0214,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150.0,30.0,87.17,16.85,88.44,90.93
Wet-Waste-Biomass-Opt::htc::0215,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175.0,30.0,75.36,16.96,76.93,76.29
Wet-Waste-Biomass-Opt::htc::0216,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200.0,30.0,41.8,21.67,54.54,50.88
Wet-Waste-Biomass-Opt::htc::0217,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225.0,30.0,38.39,21.93,50.68,46.31
Wet-Waste-Biomass-Opt::htc::0218,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250.0,30.0,32.74,25.51,50.28,42.83
Wet-Waste-Biomass-Opt::htc::0219,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275.0,30.0,26.37,22.53,35.77,31.36
Wet-Waste-Biomass-Opt::htc::0220,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300.0,30.0,29.51,27.21,48.34,40.23
Wet-Waste-Biomass-Opt::htc::0221,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150.0,120.0,80.46,16.82,81.49,81.79
Wet-Waste-Biomass-Opt::htc::0222,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175.0,120.0,41.94,19.63,49.57,48.13
Wet-Waste-Biomass-Opt::htc::0223,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200.0,120.0,45.76,22.29,61.4,56.4
Wet-Waste-Biomass-Opt::htc::0224,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225.0,120.0,35.41,22.95,48.93,43.55
Wet-Waste-Biomass-Opt::htc::0225,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250.0,120.0,32.76,26.14,51.56,44.14
Wet-Waste-Biomass-Opt::htc::0226,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275.0,120.0,30.08,25.34,45.89,39.36
Wet-Waste-Biomass-Opt::htc::0227,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300.0,120.0,25.74,24.82,38.46,32.7
Wet-Waste-Biomass-Opt::htc::0228,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150.0,480.0,71.36,18.14,77.94,76.23
Wet-Waste-Biomass-Opt::htc::0229,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175.0,480.0,45.15,21.64,58.82,55.78
Wet-Waste-Biomass-Opt::htc::0230,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200.0,480.0,39.88,22.72,54.55,49.44
Wet-Waste-Biomass-Opt::htc::0231,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225.0,480.0,33.34,23.33,46.83,41.58
Wet-Waste-Biomass-Opt::htc::0232,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250.0,480.0,32.75,25.85,50.98,43.77
Wet-Waste-Biomass-Opt::htc::0233,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275.0,480.0,28.34,25.07,42.77,36.84
Wet-Waste-Biomass-Opt::htc::0234,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,,1.0,0.0,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300.0,480.0,23.13,22.44,31.25,27.3
Wet-Waste-Biomass-Opt::htc::0235,paper1_htc_scope,observed_single_feed,observed,test,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,170.0,60.0,63.0,19.33,63.59,65.44
Wet-Waste-Biomass-Opt::htc::0236,paper1_htc_scope,observed_single_feed,observed,validation,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,250.0,60.0,51.0,24.5,65.24,61.22
Wet-Waste-Biomass-Opt::htc::0237,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,350.0,60.0,29.0,23.52,35.62,32.81
Wet-Waste-Biomass-Opt::htc::0238,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,500.0,30.0,18.0,19.78,18.6,19.28
Wet-Waste-Biomass-Opt::htc::0239,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,170.0,60.0,44.0,21.34,50.32,50.21
Wet-Waste-Biomass-Opt::htc::0240,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,250.0,60.0,32.0,27.25,46.74,43.66
Wet-Waste-Biomass-Opt::htc::0241,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,350.0,60.0,15.0,25.33,20.37,18.69
Wet-Waste-Biomass-Opt::htc::0242,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,,1.0,0.0,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,500.0,30.0,11.0,20.24,11.93,12.25
Wet-Waste-Biomass-Opt::htc::0243,paper1_htc_scope,observed_single_feed,observed,train,1.0,benchmark_trainable,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,,1.0,0.0,40.88,5.47,4.39,38.76,83.3,60.2,29.3,10.5,220.0,30.0,53.03,20.22,72.84,67.13
